model,term,coefficient,odds_ratio,or_ci_low,or_ci_high,z_value,p_value,term_type,reference,attenuation_vs_model_1_pct
model_2_add_first_check_wolf,strategy[right_to_left],0.14840520331018925,1.1599828300296962,1.0357246192121525,1.2991485777244862,2.5672036188823335,0.010252239040769946,strategy,random,-7.662109860577712
model_2_add_first_check_wolf,strategy[alternate_sides],0.1601811836402506,1.1737235112261744,1.0480304293540867,1.3144912993167066,2.7717763247878144,0.005575133107669032,strategy,random,-7.353731923907662
model_2_add_first_check_wolf,strategy[nearest_first],0.05760191755678686,1.0592932257308674,0.9454767783655345,1.1868108913463826,0.993242501144068,0.32059179086746425,strategy,random,-20.174180047045002
model_2_add_first_check_wolf,strategy[farthest_first],0.11309392892626538,1.1197371037130714,0.9996395061369205,1.2542633356669313,1.9537711114582537,0.0507282921519221,strategy,random,-16.449324494186
model_2_add_first_check_wolf,strategy[coverage_balanced],0.03650074667326335,1.037175078448361,0.9256593471459641,1.1621252966019424,0.6289374115196238,0.529390032317557,strategy,random,-16.06121610071043
model_2_add_first_check_wolf,strategy[hybrid_suspicion_position],-0.1474707738754765,0.862887656814962,0.7692194732459366,0.9679618550758641,-2.515423429083529,0.01188894995432647,strategy,random,5.028069532237486
model_2_add_first_check_wolf,strategy[information_gain_proxy],0.0315728493381038,1.032076558951276,0.9210774349370009,1.156452197322109,0.5438618311809614,0.586536556256182,strategy,random,-27.087375214580597
model_2_add_first_check_wolf,seed[43],0.027197611552828512,1.0275708425711647,0.9599762225699748,1.0999249894707117,0.7834199227632818,0.43338056064041053,covariate,,
model_2_add_first_check_wolf,seed[44],-0.06890253979206545,0.9334176467232553,0.8717574084409028,0.9994391728458065,-1.9760887408691756,0.048144727394857985,covariate,,
model_2_add_first_check_wolf,seed[45],-0.019527307859602445,0.9806621150396586,0.9160048914656506,1.0498832406181748,-0.5611437981506618,0.5746995125916836,covariate,,
model_2_add_first_check_wolf,seed[46],0.012837297080657475,1.0129200489029335,0.9462467859531779,1.0842911602981025,0.3695316456693902,0.7117314898619814,covariate,,
model_2_add_first_check_wolf,first_check_wolf,0.5561169384003953,1.7438877125363015,1.6668611959850224,1.8244736641901047,24.128362094305196,1.2599518437015746e-128,covariate,,
model_3_add_found_wolf_by_check_2,strategy[default],-8.240031616054655e-16,0.9999999999999992,0.8917561721803046,1.1213827626839323,-1.4097507707141711e-14,0.9999999999999888,strategy,random,-23.723714883259998
model_3_add_found_wolf_by_check_2,strategy[edge_first],0.025593470223520057,1.0259237951154427,0.9150561135177362,1.150224142362033,0.4386300107865434,0.6609296478955199,strategy,random,32.73392601368355
model_3_add_found_wolf_by_check_2,strategy[inner_first],0.06879277962197311,1.0712142087343541,0.9555530752728322,1.200875085527542,1.1800849292926505,0.23796643799484588,strategy,random,-6.871828619642852
model_3_add_found_wolf_by_check_2,strategy[highest_p_wolf],-0.23913560679083123,0.7873081108070749,0.700904496348397,0.8843630830904186,-4.031945958998903,5.531690878833998e-05,strategy,random,0.5790710899250604
model_3_add_found_wolf_by_check_2,strategy[highest_suspicion],-0.24254161781576283,0.784631092266966,0.6985138434798295,0.8813654256085331,-4.088999093856873,4.332385453679304e-05,strategy,random,-0.10371162451332618
model_3_add_found_wolf_by_check_2,strategy[left_to_right],0.012985509509584962,1.0130701873696095,0.9034680079351695,1.1359685074878059,0.22228453319085031,0.82409239166582,strategy,random,2.098910172895779
model_3_add_found_wolf_by_check_2,strategy[right_to_left],0.1427736678183657,1.153468705031383,1.0292185265481737,1.2927187173252854,2.4552680333180072,0.01407795775389388,strategy,random,-3.576653425892032
model_3_add_found_wolf_by_check_2,strategy[alternate_sides],0.1510512587798285,1.1630562733993492,1.03781269726144,1.3034142853166666,2.5984818951706625,0.009363698271221672,strategy,random,-1.23483903226539
model_3_add_found_wolf_by_check_2,strategy[nearest_first],0.043062367539431566,1.0440030047187838,0.9312167239375954,1.1704496341658168,0.7382618843322896,0.4603553236731748,strategy,random,10.159506324873377
model_3_add_found_wolf_by_check_2,strategy[farthest_first],0.10453396543146352,1.110193101413534,0.9904569261877614,1.2444041632079517,1.7953156903779262,0.07260341655020414,strategy,random,-7.635394550037899
model_3_add_found_wolf_by_check_2,strategy[coverage_balanced],0.02583900072155803,1.0261757216223613,0.9152463949630444,1.150549860062211,0.44269242589859537,0.6579882216227274,strategy,random,17.83987671770436
model_3_add_found_wolf_by_check_2,strategy[hybrid_suspicion_position],-0.16287635770859954,0.8496962403101742,0.7569727224045466,0.9537776982291282,-2.7627257302387225,0.005732091064105909,strategy,random,-4.893205023832042
model_3_add_found_wolf_by_check_2,strategy[information_gain_proxy],0.019329521351717532,1.0195175460715582,0.9092789344863433,1.1431212000253186,0.33107492368758484,0.7405878925214502,strategy,random,22.19460123989216
model_3_add_found_wolf_by_check_2,seed[43],0.023832221465477227,1.024118478378054,0.9563681054827371,1.096668376687424,0.682466470170993,0.4949440375001405,covariate,,
model_3_add_found_wolf_by_check_2,seed[44],-0.06631031170818547,0.9358404169909651,0.873679277641691,1.0024242402061423,-1.8909522921348743,0.058630713018753486,covariate,,
model_3_add_found_wolf_by_check_2,seed[45],-0.01870865216448511,0.9814652683732911,0.9163828532178186,1.051169900921413,-0.5344364131912638,0.5930396317321813,covariate,,
model_3_add_found_wolf_by_check_2,seed[46],0.005463231575977281,1.0054781822395162,0.9389180911055085,1.0767567315369524,0.15634242147138266,0.8757631199393108,covariate,,
model_3_add_found_wolf_by_check_2,found_wolf_by_check_2,0.6997688041353086,2.0132871899869302,1.9265822209052827,2.103894277328507,31.156478624641558,4.144174400390343e-213,covariate,,
model_4_add_seer_survival,strategy[default],-7.36468780494345e-15,0.9999999999999927,0.8850980939545845,1.1298182730594566,-1.1826287562850051e-13,0.9999999999999056,strategy,random,-1005.8046578458681
model_4_add_seer_survival,strategy[edge_first],0.03502003057228505,1.0356404530628192,0.9168017114613642,1.1698834487454606,0.5631518935888209,0.5733314574019105,strategy,random,7.958555564943654
model_4_add_seer_survival,strategy[inner_first],0.053320971894192146,1.0547681417208838,0.9338265033757314,1.1913731606112814,0.8581401785789518,0.3908150636667448,strategy,random,17.16412970339209
model_4_add_seer_survival,strategy[highest_p_wolf],-0.2513940372376684,0.7777158621648473,0.6871007565476631,0.8802813219153469,-3.9774872874643212,6.964734506681146e-05,strategy,random,-4.51738676660032
model_4_add_seer_survival,strategy[highest_suspicion],-0.19774039258503062,0.8205828548819427,0.7251603569650596,0.92856182120094,-3.1351291641744754,0.0017177845923139928,strategy,random,18.387007499528988
model_4_add_seer_survival,strategy[left_to_right],0.0020999037776551982,1.0021021101196912,0.8869653285782997,1.1321847728997088,0.03372253469725589,0.9730984091006324,strategy,random,84.16828633387463
model_4_add_seer_survival,strategy[right_to_left],0.09597612684715325,1.1007327857182707,0.9746952664997198,1.2430681744317802,1.5469005429518077,0.12188723012784176,strategy,random,30.37311305713828
model_4_add_seer_survival,strategy[alternate_sides],0.14713858843033406,1.158514508611986,1.026089305646529,1.3080302652787048,2.375865859891698,0.01750782622417181,strategy,random,1.3874400286111457
model_4_add_seer_survival,strategy[nearest_first],0.03328273892826447,1.033842805528659,0.9152078215989645,1.1678560009201064,0.5352026717196183,0.5925097190324078,strategy,random,30.56262655699061
model_4_add_seer_survival,strategy[farthest_first],0.09396662742887929,1.0985230847656646,0.9727514032658074,1.2405563885198758,1.5146764751080948,0.12985435476879456,strategy,random,3.2454669054428016
model_4_add_seer_survival,strategy[coverage_balanced],0.031225042504667185,1.0317176580891472,0.9133138893418183,1.1654715190853455,0.5020568650422359,0.6156275212310549,strategy,random,0.7139103665891823
model_4_add_seer_survival,strategy[hybrid_suspicion_position],-0.17287211736241942,0.8412451886196403,0.743738605508218,0.9515352062329839,-2.7503827776166236,0.005952568508668456,strategy,random,-11.330525218656849
model_4_add_seer_survival,strategy[information_gain_proxy],0.004657605033830531,1.0046684685355747,0.8892544312960556,1.1350617957545779,0.07480901432184812,0.9403666695261854,strategy,random,81.25215775753962
model_4_add_seer_survival,seed[43],0.02262263897459993,1.0228804714846977,0.9509693478713973,1.100229425150988,0.6082682071264308,0.5430096035934662,covariate,,
model_4_add_seer_survival,seed[44],-0.060867863866828874,0.94094756473464,0.8745322675722608,1.0124066914510874,-1.629834827201651,0.10313641089482742,covariate,,
model_4_add_seer_survival,seed[45],-0.05217606952144275,0.9491617336775727,0.8822196798817645,1.0211832916701151,-1.3982462801019335,0.1620391234859056,covariate,,
model_4_add_seer_survival,seed[46],-0.006147504793931099,0.9938713524522066,0.9239095475104291,1.0691309207561015,-0.16507076586210942,0.8688882827873416,covariate,,
model_4_add_seer_survival,seer_survived_to_game_end,1.7237705552306088,5.605624985091719,5.334522450331421,5.890505057586233,68.156332089417,0.0,covariate,,
model_5_add_coverage_diversity,strategy[default],-2.836262400547961e-15,0.9999999999999971,0.8888681480928482,1.1250262506825002,-4.718823215557838e-14,0.9999999999999624,strategy,random,-325.86356088221464
model_5_add_coverage_diversity,strategy[edge_first],0.07623431468315951,1.0792154205526432,0.9561069465607308,1.2181753601396281,1.2336482926035124,0.21733398940562457,strategy,random,-100.36294441466521
model_5_add_coverage_diversity,strategy[inner_first],0.11921449733198043,1.1266115475441376,0.9956984776094089,1.274736888327048,1.8915996866130875,0.058544337691515964,strategy,random,-85.20361290606701
model_5_add_coverage_diversity,strategy[highest_p_wolf],-0.2525385962040983,0.7768262297169887,0.6894495096158159,0.8752765543521512,-4.148192331313562,3.351108188970323e-05,strategy,random,-4.993238594614996
model_5_add_coverage_diversity,strategy[highest_suspicion],-0.2336537827637334,0.7916358464306802,0.7024978832640086,0.8920842728269139,-3.8336249220485246,0.00012626862986434687,strategy,random,3.5645465697996457
model_5_add_coverage_diversity,strategy[left_to_right],0.041712503601741655,1.0425946934400223,0.9220486727236388,1.1789005580132714,0.6653915525968392,0.5058000865276453,strategy,random,-214.4812730692798
model_5_add_coverage_diversity,strategy[right_to_left],0.1602367773611524,1.1737887646972982,1.037351763173583,1.3281705522093585,2.541677023784732,0.011032206423989319,strategy,random,-16.24544923740466
model_5_add_coverage_diversity,strategy[alternate_sides],0.1621506428890772,1.1760373896476362,1.04392361802602,1.3248708219328291,2.667033747643841,0.0076523987295708034,strategy,random,-8.673667233590715
model_5_add_coverage_diversity,strategy[nearest_first],0.049243167394478676,1.0504757611388282,0.9327667986753299,1.1830388113163295,0.8121338714721991,0.4167148193709728,strategy,random,-2.735421242128513
model_5_add_coverage_diversity,strategy[farthest_first],0.17842683458445494,1.1953354228610495,1.0590219319648322,1.3491946956145309,2.888284932815723,0.0038734881539217478,strategy,random,-83.72059894163029
model_5_add_coverage_diversity,strategy[coverage_balanced],0.01075870067801936,1.0108167836102337,0.8977622700718039,1.1381081652567304,0.17778676480588337,0.858890441912128,strategy,random,65.79062079107798
model_5_add_coverage_diversity,strategy[hybrid_suspicion_position],-0.1709952349151171,0.8428255895975273,0.7480398060993765,0.9496218900228545,-2.809219134098162,0.00496618307484702,strategy,random,-10.121803350608099
model_5_add_coverage_diversity,strategy[information_gain_proxy],0.05632828437878526,1.0579449335304443,0.9369662967469796,1.1945440153702562,0.9091472800898291,0.36327238834096315,strategy,random,-126.73322053961354
model_5_add_coverage_diversity,seed[43],0.031229460665989577,1.0317222163942694,0.96163625104325,1.106916186496415,0.8700933513809245,0.38424939078913617,covariate,,
model_5_add_coverage_diversity,seed[44],-0.05642174823026711,0.9451404405136307,0.8806785414679812,1.014320674607668,-1.5654769962184885,0.11747110708693828,covariate,,
model_5_add_coverage_diversity,seed[45],-0.04146765929165275,0.9593803618802371,0.894036035318545,1.0295006491919674,-1.152180902850094,0.24924674348082848,covariate,,
model_5_add_coverage_diversity,seed[46],-0.007071943782328128,0.9929530035687061,0.9254255843353396,1.065407833958091,-0.1968065612755258,0.8439789163829707,covariate,,
model_5_add_coverage_diversity,search_path_coverage_score,5.527071977255192,251.4067077177841,183.97479862646802,343.55429742213676,34.69097353791006,1.0778376524282236e-263,covariate,,
model_5_add_coverage_diversity,unique_seat_types_checked,0.08418227032537107,1.0878271543491413,1.019076860604429,1.1612155701754217,2.5273342838404043,0.01149320495051418,covariate,,
model_5_add_coverage_diversity,unique_sides_checked,-0.012280194719428846,0.9877948991682483,0.920164292675591,1.0603962472675648,-0.3393713204387763,0.7343300209351378,covariate,,
model_5_add_coverage_diversity,mean_pairwise_distance_between_checked_targets,0.048498008937441196,1.0496932818132527,1.02161940655035,1.0785386209571504,3.5064422359884846,0.0004541399959115618,covariate,,
model_6_full_mechanism,strategy[default],-1.5377936044559517e-15,0.9999999999999984,0.8827198174473007,1.1328622969991247,-2.4161422109944978e-14,0.9999999999999807,strategy,random,-130.89903817396578
model_6_full_mechanism,strategy[edge_first],0.0673684153708211,1.0696894956412981,0.9407777328484389,1.216265624847302,1.0282307978629228,0.30384127450019177,strategy,random,-77.06113212072594
model_6_full_mechanism,strategy[inner_first],0.1231347663520682,1.1310368363855168,0.9922581196142463,1.2892253537398934,1.843633761734187,0.06523653226035295,strategy,random,-91.29387879094621
model_6_full_mechanism,strategy[highest_p_wolf],-0.2517887699335163,0.7774089328674711,0.6851059782585878,0.8821476794558457,-3.9045366937641806,9.440606814908905e-05,strategy,random,-4.681497380736934
model_6_full_mechanism,strategy[highest_suspicion],-0.19708348049183602,0.8211220827760539,0.7236537666295676,0.9317183243069104,-3.0570391208436467,0.0022353509987869903,strategy,random,18.6581334998089
model_6_full_mechanism,strategy[left_to_right],0.012910215432002877,1.0129939120559013,0.8893390188698629,1.1538419478843047,0.19436676122915547,0.8458887142840859,strategy,random,2.6665715532499066
model_6_full_mechanism,strategy[right_to_left],0.1054170337122001,1.1111739107239436,0.9746868564338772,1.2667734788083755,1.576557210292999,0.11489744508070018,strategy,random,23.524108241830902
model_6_full_mechanism,strategy[alternate_sides],0.15155875481307643,1.1636466696437482,1.0256035782492687,1.3202699371275832,2.3524005193511193,0.01865267839597168,strategy,random,-1.5749638326171236
model_6_full_mechanism,strategy[nearest_first],0.024969836112721775,1.0252841935011507,0.903917927582859,1.1629459327732432,0.3884611491197255,0.6976747995512141,strategy,random,47.90573459994343
model_6_full_mechanism,strategy[farthest_first],0.1324473871515687,1.1416189506842738,1.0043073035616377,1.297704222541756,2.025737253465379,0.042791716952534774,strategy,random,-36.37698248927058
model_6_full_mechanism,strategy[coverage_balanced],0.028375082045014703,1.028781489527583,0.9071519200135416,1.1667189693858482,0.44202012212107183,0.6584746449963865,strategy,random,9.775913392091514
model_6_full_mechanism,strategy[hybrid_suspicion_position],-0.17173176990648828,0.8422050476126612,0.7421351381071216,0.9557684386611828,-2.660989270474797,0.007791143982391326,strategy,random,-10.596135641334696
model_6_full_mechanism,strategy[information_gain_proxy],-0.005342506062434357,0.9946717397423557,0.8743833720582082,1.131508102119103,-0.08123980832207156,0.9352512416627694,strategy,random,121.50471328298379
model_6_full_mechanism,seed[43],0.017004272369153906,1.017149667954824,0.9440734869733829,1.0958823240947322,0.4470274510732319,0.6548552396612198,covariate,,
model_6_full_mechanism,seed[44],-0.07090820245504284,0.9315474019672472,0.8643365091174668,1.0039846205246816,-1.8559157691487658,0.06346556493944285,covariate,,
model_6_full_mechanism,seed[45],-0.05089924398026827,0.9503744216525756,0.8818031060896022,1.0242780220369172,-1.3321697885821637,0.18280440169880877,covariate,,
model_6_full_mechanism,seed[46],-0.024112498776306227,0.9761758849879283,0.905961395889347,1.051832189269523,-0.6331276173521709,0.5266503086956451,covariate,,
model_6_full_mechanism,first_check_wolf,0.3094355726985971,1.3626557769122332,1.2792452594438593,1.4515049031016327,9.601689994886087,7.864420275311646e-22,covariate,,
model_6_full_mechanism,found_wolf_by_check_2,-0.043173294105881034,0.9577454040517902,0.8745925250166059,1.0488041376353068,-0.9316893820704821,0.35149707536705005,covariate,,
model_6_full_mechanism,found_wolf_by_check_3,0.5284688321958589,1.696332948702131,1.5476770554972428,1.8592673856807675,11.293829813005527,1.4076644122710335e-29,covariate,,
model_6_full_mechanism,seer_survived_to_game_end,1.4557534419930078,4.287712791765652,4.065266119389832,4.522331489440151,53.55828648380464,0.0,covariate,,
model_6_full_mechanism,search_path_coverage_score,2.584830736608981,13.261044290667142,9.367434545188015,18.773047714474956,14.575352522322639,4.0303675495824395e-48,covariate,,
model_6_full_mechanism,unique_seat_types_checked,0.07972285900961723,1.082986886022396,1.0105393616828644,1.16062831371883,2.2567858472597897,0.02402145950900056,covariate,,
model_6_full_mechanism,unique_sides_checked,0.018242267775515093,1.0184096743514721,0.9442944046637507,1.098342063333509,0.47320080865889047,0.6360699208980368,covariate,,
model_6_full_mechanism,mean_pairwise_distance_between_checked_targets,0.002595205408246778,1.0025985758688507,0.974099076117757,1.0319318937663489,0.17638868705740188,0.8599885917448731,covariate,,
